fecha,Total
2019-02-15,0.005748560164831051
2019-03-15,0.004338228075913664
2019-04-15,0.004951323888972015
2019-05-15,0.0031373227994873076
2019-06-15,0.002679435610914327
2019-07-15,0.0021926505015530395
2019-08-15,0.0008585209763265489
2019-09-15,0.002285055822294213
2019-10-15,0.0015859886562494818
2019-11-15,0.0010493973017611236
2019-12-15,0.0026005743839265794
2020-01-15,0.004221492972576124
2020-02-15,0.006697784740888224
2020-03-15,0.005654347236586865
2020-04-15,0.0015695309403060964
2020-05-15,-0.0031843648862207585
2020-06-15,-0.003761101401799194
2020-07-15,1.4327601020713843e-05
2020-08-15,-5.514975229170549e-05
2020-09-15,0.003162734418038937
2020-10-15,-0.0005690683641278449
2020-11-15,-0.0014950216853167886
2020-12-15,0.00379460388322439
2021-01-15,0.004090309493570254
2021-02-15,0.006359124505591174
2021-03-15,0.005093914837163371
2021-04-15,0.005922958512458054
2021-05-15,0.009993798976068557
2021-06-15,-0.0004913385842983953
2021-07-15,0.0032498966422922493
2021-08-15,0.00447431273969956
2021-09-15,0.0038269357028126727
2021-10-15,0.00013312037486445938
2021-11-15,0.004952826024914092
2021-12-15,0.0072639333398041295
2022-01-15,0.016655914911746006
2022-02-15,0.01633935373302564
2022-03-15,0.009958548667277745
2022-04-15,0.012468266266251415
2022-05-15,0.00844740485860851
2022-06-15,0.005071897370474199
2022-07-15,0.008115553506212958
2022-08-15,0.010217884191830784
2022-09-15,0.009296993636395579
2022-10-15,0.007150355334433645
2022-11-15,0.007726164121235168
2022-12-15,0.012554069212555863
2023-01-15,0.0178201312547539
2023-02-15,0.016582968210092197
2023-03-15,0.010540551239491824
2023-04-15,0.007810375446758222
2023-05-15,0.004311905654784676
2023-06-15,0.003008318236681129
2023-07-15,0.005016767609467454
2023-08-15,0.006985999404315768
2023-09-15,0.005375241326478486
2023-10-15,0.007000229965832716
2023-11-15,0.0068738848757436966
2023-12-15,0.009801720065394592
2024-01-15,0.014333842021995391
2024-02-15,0.01320201400602028
2024-03-15,0.006984987083138661
2024-04-15,0.004476587579057112
2024-05-15,0.0010106185416716151
2024-06-15,-3.9870210733039535e-05
2024-07-15,0.0020180439694466035
2024-08-15,0.004147653646605853
2024-09-15,0.002794715783373647
2024-10-15,0.0045000139487505475
2024-11-15,0.004621572637550253
2024-12-15,0.007642376225292624
2025-01-15,0.012344493199394124
2025-02-15,0.011562195296656474
2025-03-15,0.005352276522920363
2025-04-15,0.0030722642813423295
2025-05-15,-0.00025797469825272756
2025-06-15,-0.0010942807856803016
2025-07-15,0.0011012353167689781
2025-08-15,0.0033993297234398145
2025-09-15,0.0022270286288645913
2025-10-15,0.0040677419333179365
2025-11-15,0.004347803852700283
2025-12-15,0.007487791734181348
2026-01-15,0.012292124723724207
2026-02-15,0.01158220320487513
2026-03-15,0.00542819878528622
2026-04-15,0.003182107520609989
2026-05-15,-0.00012329198012250853
2026-06-15,-0.0009566705769328276
2026-07-15,0.0012389997900148497
2026-08-15,0.0035219213970112406
2026-09-15,0.002327228929412728
2026-10-15,0.004153036109187713
2026-11-15,0.004413024259702025
2026-12-15,0.0075378872414175735
2027-01-15,0.01232500738827147
2027-02-15,0.011597218555980726
2027-03-15,0.005428996362373706
2027-04-15,0.0031679301399059057
2027-05-15,-0.00015245246750283936
2027-06-15,-0.0009982175791510839
2027-07-15,0.001182840595793655
2027-08-15,0.003452899348197702
2027-09-15,0.0022489619934848992
2027-10-15,0.004060610840346479
2027-11-15,0.004313949869262368
2027-12-15,0.007427918517629362
2028-01-15,0.012209709072409591
2028-02-15,0.011487254540822889
2028-03-15,0.005311978308561782
2028-04-15,0.0030566477413200843
2028-05-15,-0.0002639407227215118
2028-06-15,-0.0011021680099695397
2028-07-15,0.0010799757186956693
2028-08-15,0.003355432003730563
2028-09-15,0.002160777537257186
2028-10-15,0.003976208390699343
2028-11-15,0.004239495207866151
2028-12-15,0.007358823180134255
2029-01-15,0.012149080901538545
2029-02-15,0.011440515934878048
2029-03-15,0.005269776242954549
2029-04-15,0.0030254962011586617
2029-05-15,-0.00028590478508216943
2029-06-15,-0.0011134591066468413
2029-07-15,0.0010787429474770072
2029-08-15,0.0033650051921232382
2029-09-15,0.002180446985477813
2029-10-15,0.004007486662184645
2029-11-15,0.0042804598937988825
2029-12-15,0.007412481939836679
2030-01-15,0.012214544129031335
2030-02-15,0.011509613138701358
2030-03-15,0.005356920311642588
2030-04-15,0.003120819907194594
2030-05-15,-0.00017612672550137987
2030-06-15,-0.0009960124912897772
2030-07-15,0.0012121497029422557
2030-08-15,0.0035107909982929897
2030-09-15,0.002332411954063307
2030-10-15,0.0041729297934756104
2030-11-15,0.004444519726872098
2030-12-15,0.0075826420894618
2031-01-15,0.01238177449416522
2031-02-15,0.011654255728803076
2031-03-15,0.005506149953586004
2031-04-15,0.003254848119592202
2031-05-15,-4.67682984077733e-05
2031-06-15,-0.000877749021715224
2031-07-15,0.0013291421206529375
2031-08-15,0.003624004168598427
2031-09-15,0.0024393954192178935
2031-10-15,0.004282535982267355
2031-11-15,0.004550782870524683
2031-12-15,0.007694240720360845
2032-01-15,0.012496638845601815
2032-02-15,0.011765181628137222
2032-03-15,0.005628874796424821
2032-04-15,0.0033791510627063648
2032-05-15,8.826749583867866e-05
2032-06-15,-0.0007395344751376376
2032-07-15,0.001478922246797909
2032-08-15,0.0037774854029479776
2032-09-15,0.0025877392790663034
2032-10-15,0.0044329049802174225
2032-11-15,0.004690299518040675
2032-12-15,0.007829630578919833
2033-01-15,0.012620330625678466
